COVERED_EVENT_CODE,FAILURE_DESCRIPTIVE_TEXT,CUSTOMER_CASE_NBR,NAME,CREATED_DATE,Unnamed: 5
CRCKSCRN,Dropped my phone when the power went out during the hurricane.,1.09E+11,Sprint,12-SEP-17 09.26.36.057000000 PM,
MLFUNC,The phone stay froze. It will just freeze up at times.,113420368,Sprint,23-JUN-17 12.57.29.343000000 AM,
MLFUNC,"I left it in the sun. I tried to unlock it. The touch screen is not working at all. However, the bluetooth keypad is working.",1E7787CBC88A08C08AF191945196A36F,1.00E+11,Sprint,
LOST/UNREC,was lost,1.09E+11,Sprint,22-MAY-17 10.41.13.473000000 PM,
LOST/UNREC,I lost my phone at busses help,1.00E+11,Sprint,07-JUN-17 12.58.09.563000000 AM,
MLFUNC,"Phone keeps turning on and Off , gets frozen screens..will turn off and come back on very slow Battery gets too hot like if it has a virus!!!",1.04E+11,Sprint,06-JUN-17 02.32.03.457000000 AM,
MLFUNC,the device will only charge sometime I have had the same problem with different chargers,1.09E+11,Sprint,11-JUN-17 07.28.46.551000000 PM,
STOLEN,stolen out of my home,1E78DB27942609208D5C7339CFA56652,1.02E+11,Sprint,
CRCKSCRN,phone was dropped on accident while changing phone cases.,1.01E+11,Sprint,08-MAY-17 11.57.34.755000000 PM,
STOLEN,At a concert and was pick pocketed,1E70C4FA17F107608683005056874965,112000000,Sprint,
STOLEN,It got stolen and replaced with phone thatvaint mine,4D6BFE12060E3BADE053A239030A709D,113000000,Sprint,
MLFUNC,IPhone will not turn on or charge.,1E7804A37FF608709D8B552A0CBC75AE,1.06E+11,Sprint,
LQDDMG,My phone dropped me in the bathroom and it got wet the screen broke too and I can not use it,1.04E+11,Sprint,08-JUN-17 01.50.56.935000000 AM,
CRCKSCRN,My phone fell on the floor,1.07E+11,Sprint,09-JUN-17 11.35.38.493000000 AM,
STOLEN,"i was on my way to the gym, and while i was going to said location it got lost. im guessing it got stole because i cant track it and every time i call it goes straight to voice.",1E7757BD74DD094093069355A289BC4E,1.00E+11,Sprint,
STOLEN,my phone was stolen on the way to work,1E78A93F92B40E808D5C7339CFA56652,1.05E+11,Sprint,
LOST/UNREC,working,1.03E+11,Sprint,18-MAY-17 12.40.00.750000000 AM,
STOLEN,stolen,1.02E+11,Sprint,05-MAY-17 07.36.09.274000000 PM,
LQDDMG,I was at a cross country meet running and dropped the phone in a little water cracked the screen slightly and now it wont power on,1E7C1162601C0160B0E5BBA827ACB53B,1.05E+11,Sprint,
MLFUNC,My phone got REALLY hot and now it will not turn on.,1.08E+11,Sprint,16-MAY-17 04.34.24.081000000 AM,
MLFUNC,"The display stays at LG Life's Good Powered by Andriod. Turned it off and back on, then tried to charge it and the device got hot.",1.09E+11,Sprint,18-MAY-17 05.28.43.858000000 PM,
LQDDMG,My phone fell when getting out of my car and the screen cracked and shattered in multiple places. There is now pieces of glass missing and the layer underneath is beginning to peel up.,111325355,Sprint,06-JUN-17 03.24.24.716000000 AM,
LQDDMG,drop phone in water,1E7A7949B10D0720953F613EFB8DD3EC,1.07E+11,Sprint,
CRCKSCRN,Fell on pavement and screen cracked,1.08E+11,Sprint,06-JUN-17 05.13.17.586000000 AM,
MLFUNC,"the phone gets extremely hot sometimes , it also just shutoff even with a full charge ,, the charge also just goes dead not working well at all",1E7761E7C14E04D093069355A289BC4E,1.02E+11,Sprint,
LQDDMG,dropped into water,1E710CE2AE990CF0AD54005056874965,113000000,Sprint,
LQDDMG,"I was visiting Gettysburg PA and it rained hard. My phone got exposed to water and would not charge or operate. I took it to a Sprint store in Columbus, MD and the technician said it was exposed to water internally.",1E70C4EF18990EC0AFB7005056874965,112000000,Sprint,
MLFUNC,I was wiping off the phone to remove fingerprints and the screen messed up. All it will do is flash. I can still receive calls but with out the scree not much else.,1.05E+11,Sprint,04-MAY-17 07.28.10.751000000 PM,
CRCKSCRN,"dropped phone face down with phone case on, screen is black in left hand corner and screen is broken severely with loose glass",1.00E+11,Sprint,11-JUN-17 06.03.55.730000000 PM,
CRCKSCRN,Phone dropped from purse on the concrete,1.02E+11,Sprint,17-APR-17 09.54.54.174000000 PM,
LQDDMG, flooded area exposing phone to liquid,1E7A06A07EE80860ACE34167B7FA16CD,1.05E+11,Sprint,
LQDDMG,Dropped phone,1E773D2E4CFC0EC0B035005056873580,1.01E+11,Sprint,
CRCKSCRN,Phone was hacked. Phone number and SIM card were changed. Tech support unable to resolve the issue. Our address is also listed incorrectly on the claim. 384 South 8th St . St Helens is the correct mailing address.,1.09E+11,Sprint,07-JUN-17 08.49.59.657000000 PM,
LQDDMG,My daughter spilled her drink on my phone.,1.05E+11,Sprint,23-APR-17 09.49.15.650000000 PM,
CRCKSCRN,phone has no service screen does not work,113259821,Sprint,08-MAY-17 08.22.54.000000000 PM,
MLFUNC,The device will not charge or hold a charge,1E776308A0C707309022EBD90A7CE8F5,1.04E+11,Sprint,
CRCKSCRN,The volume when talking and for the other person was not working before I dropped the phone,1.00E+11,Sprint,05-MAY-17 05.12.04.296000000 PM,
LOST/UNREC,lost mall,1.04E+11,Sprint,22-JUN-17 11.13.12.468000000 PM,
MLFUNC,"My phone has always been glitching but normally it stops . i cant send or receive messages , emails they dissappear by theirselves . Emails wont load sometimes . Phone crashes a lot",1.09E+11,Sprint,10-JUN-17 02.45.37.678000000 PM,
STOLEN,my sister had my phone in her purse and someone stole her purse,1E77609AFBE00A6093069355A289BC4E,1.03E+11,Sprint,
LQDDMG,My screen crack and there is water damage.,1E79DB65F9D4030095AB454C242D6CE1,1.07E+11,Sprint,
MLFUNC,The home button does not work,1.09E+11,Sprint,16-APR-17 04.47.33.051000000 PM,
CRCKSCRN,Was bumped by a bunch of people and the phone flew out my hand,1.10E+11,Sprint,17-APR-17 06.11.35.736000000 PM,
STOLEN,Stolen my phone,1E786C9B68C30580AA422D284F6C0026,1.05E+11,Sprint,
STOLEN,my device was stolen at the gym,1E77892D239503209EB865F6B4202010,1.04E+11,Sprint,
LOST/UNREC,phone lost,1.10E+11,Sprint,07-JUN-17 02.54.40.805000000 PM,
STOLEN,my device was stolen,1E75719AE43D0750822D85A81EEF0965,1.10E+11,Sprint,
LOST/UNREC,i lost,1.01E+11,Sprint,22-MAY-17 10.07.31.387000000 PM,
STOLEN,Vehicle got stolen which the people stole the iPad.,1E7848EDCFF409B09FFC11CF12CBB4CC,1.04E+11,Sprint,
LOST/UNREC,I was out and about yesterday when i noticed i no longer had my phone in my bag i called all the places i was at yesterday and they did not have my phone so i need a new one,1.02E+11,Sprint,20-JUN-18 03.47.22.371000000 PM,
CRCKSCRN,Fell out my pocket,1.00E+11,Sprint,15-APR-17 04.53.52.662000000 PM,
LQDDMG,i fell in a fountain and my phone was in my back pocket,1E70C4F1E94103A1BEF0005056870405,112000000,Sprint,
LOST/UNREC,lost,110680704,Sprint,08-JUN-17 08.11.01.073000000 PM,
CRCKSCRN,with the glass protector it got cracked,1.02E+11,Sprint,21-MAR-17 06.01.50.215000000 PM,
MLFUNC,the screen go blank sometimes and not charging properly,1E70C4FC5AD70B40977B005056870405,112170238,Sprint,
LOST/UNREC,lost in bus,1.05E+11,Sprint,06-JUN-17 03.55.19.037000000 AM,
CRCKSCRN,"Phone was dropped in it's case & the LED screen is broken. Screen is black, can't see anything on it. Can't turn it on or off. Can't charge it.",1.06E+11,Sprint,18-APR-17 11.50.31.641000000 PM,
LQDDMG,The phone was accidently put in the washer.,1.07E+11,Sprint,21-APR-17 01.08.31.247000000 AM,
STOLEN,House was burglarized and tablet was stolen,1E782C44E62F0B00B8E2C5498E360678,1.04E+11,Sprint,
CRCKSCRN,Grandson threw XBox controler on phone hard and cracked screen.,1.03E+11,Sprint,19-APR-17 01.02.19.204000000 AM,
LQDDMG,The screen was already cracked due to it falling off the table and on Saturday it fell into the tub and it won�t turn back on,1E70C4F35B310D11B3D8005056870405,112000000,Sprint,
LOST/UNREC,My Iphone in lost in the school,1.07E+11,Sprint,06-JUN-17 06.50.12.556000000 AM,
MLFUNC,Phone has been lagging,1E775999B59D00109022EBD90A7CE8F5,1.01E+11,Sprint,
LOST/UNREC,i lost my device in the mall,1.07E+11,Sprint,09-JUN-17 12.52.05.698000000 AM,
LQDDMG,Puple dots after liquid damage,1E78DB805C400200B94ADD4D9F948F9E,1.07E+11,Sprint,
MLFUNC,Keeps blanking out. Texts not coming in. No physical damage,1.03E+11,Sprint,04-MAY-17 06.56.05.856000000 PM,
CRCKSCRN,phone fell no more than a foot and exploded,112575791,Sprint,18-MAY-17 05.01.55.035000000 PM,
LQDDMG,Fell in sink,1E7C648A75A506F0A58D4FB2525DAC33,1.09E+11,Sprint,
LOST/UNREC,i lost my cell phone on the bar,1.04E+11,Sprint,06-JUN-17 05.08.54.855000000 PM,
LQDDMG,spilled drink/liquid on phone,113023996,Sprint,31-MAR-17 03.22.46.000000000 PM,
LQDDMG,Pocket sweat,1.02E+11,Sprint,19-APR-17 12.54.27.763000000 AM,
LOST/UNREC,My cell phone got lost while I was shopping,1.08E+11,Sprint,09-JUN-17 08.20.18.322000000 PM,
LQDDMG,My toddler put my phone in the toilet.,112763480,Sprint,07-APR-17 07.01.12.504000000 PM,
CRCKSCRN,Phone fell and cracked,1.03E+11,Sprint,17-MAY-17 11.12.50.495000000 PM,
CRCKSCRN,I dropped it.,1.06E+11,Sprint,10-JUN-17 09.40.19.702000000 PM,
STOLEN,I was robbed after being with my girlfriend in a bar in boston,1.02E+11,Sprint,04-MAY-17 12.03.56.540000000 PM,
MLFUNC,My speaker must not be working because I can not hear the person on the other end. I have to put speaker on to be able to hear my phone call.,1E77622BB043043093069355A289BC4E,1.10E+11,Sprint,
STOLEN,the phone was stolen from the restaurant when i was dinning with my wife.,1E7612D21D3504D0949855990E92C04D,1.04E+11,Sprint,
MLFUNC,My screen will not work. I don't know why.,1E77D1EF94E50240AC3EE155FF93531E,1.05E+11,Sprint,
STOLEN,my device was stolen in the park,1E78CD2414870D608D5C7339CFA56652,1.04E+11,Sprint,
LQDDMG,dropped in toilet,1E7AC31AA3DE0ED093BD0050568763AB,1.04E+11,Sprint,
CRCKSCRN,dropped phone,113286507,Sprint,14-MAY-17 09.05.54.000000000 PM,
MLFUNC,"Overheating within 5 minutes, and becomes too hot to hold. wont take charge 99% of the time. battery dies within seconds. wont take photos half the time or save them. running slowly. apps freeze.",1E77929866D705B09EB865F6B4202010,1.08E+11,Sprint,
LQDDMG,Dropped in toilet,1E7BCC7634F103908C9CA762DF080E08,1.02E+11,Sprint,
CRCKSCRN,Dropped on grass and screen cracked,1.06E+11,Sprint,08-MAY-17 04.27.10.581000000 AM,
LQDDMG,"I fell my device the screen got a big crashed, my phone does not turno on and work",1E79F2D86F4E02F0819DFD022F6E9608,1.02E+11,Sprint,
STOLEN,Left it on the counter at the store and someone picked my phone up,1E70C4F2EB7B02F1B3D8005056870405,112000000,Sprint,
LOST/UNREC,"Hi, I lost my phone in the taxi when I was on my way to the bank.",1.05E+11,Sprint,22-MAY-17 09.20.17.287000000 PM,
LQDDMG,phone was dropped in toilet then fell out of pocket and cracked and bent the phone. Sprint store worker said cant be repaired,1E7BC0A3DD2F05E0BC20F563163C6CEB,1.05E+11,Sprint,
STOLEN,my phone was stolen from my car with all my personal things money everything......I NEED MY PHONE. PLEASE HELP ME.,1.08E+11,Sprint,23-JUN-17 11.23.20.136000000 PM,
CRCKSCRN,fell with it in my hand and the whole phone just shattered,1.04E+11,Sprint,16-JUN-17 04.31.04.103000000 PM,
STOLEN,someone stole it,1E7883DDCA2803309FFC11CF12CBB4CC,1.02E+11,Sprint,
MLFUNC,Turned phone on to use it and it would not function properly. The bottom of the screen qouldnt work and it would open and close windows by itself. It also types on its own and sends thing on its own.,1.07E+11,Sprint,07-JUN-17 06.03.42.284000000 PM,
MLFUNC,"It started having issues during charging, had to mess with cords to get it to work. Eventually it stopped charging altogether.",1E77A43C071C0B108AF191945196A36F,1.03E+11,Sprint,
CRCKSCRN,Screen cracked and colorful stripes across screen,1.10E+11,Sprint,08-JUN-17 05.43.11.698000000 PM,
MLFUNC,the pins in the charger connector are bent causing the phone to not charge,1.10E+11,Sprint,18-APR-17 08.09.28.965000000 PM,
MLFUNC,The device will not turn on.,1E77BDE7641801108AF191945196A36F,1.10E+11,Sprint,
MLFUNC,"no power, she went to the store and was advised it could be the motherboard",1E776D7C3FAA08C0812C005056873580,1.02E+11,Sprint,
LQDDMG,Dropped phone in washer,1E775D668AE10620B4D48F15AE0E4A63,1.07E+11,Sprint,
CRCKSCRN,The screen is separating from the phone,1.07E+11,Sprint,18-APR-17 10.32.57.593000000 AM,
LQDDMG,does not work at all,1E73CC21D95D0490B8AFAFF0465DF84E,1.01E+11,Sprint,
MLFUNC,While working I was sweating and believe that it got water damage from being in my pocket.,1E7789BDB1320B208AF191945196A36F,1.06E+11,Sprint,
MLFUNC,Antenna not working. Can not get LTE.,1E77C8E23E850B40924D03A2F89DC9E9,1.00E+11,Sprint,
CRCKSCRN,fell less than a foot on carpet and cracked...,112875740,Sprint,12-MAR-17 10.15.58.000000000 AM,
CRCKSCRN,I was walking and tripped over a toy and dropped my phone.,1.08E+11,Sprint,06-MAY-17 01.20.51.925000000 PM,
CRCKSCRN,"Phone slid out of my pocket, cracked, and the screen blacked out.",1.05E+11,Sprint,18-APR-17 07.53.55.638000000 PM,
STOLEN,Set phone down and it was stolen,1E78B83728330EB0B6490FDA409B0CBF,1.08E+11,Sprint,
LQDDMG,fully dropped in water,1E79838CA2FC0BD0B5E00F1C213CED6F,1.08E+11,Sprint,
LOST/UNREC,Accidently dropped in ocean.,1.09E+11,Sprint,19-JUN-18 11.40.36.009000000 AM,
LQDDMG,i lost it some where,1E7BEA9123E609409ECA3FB8FCCA82D7,1.05E+11,Sprint,
LQDDMG,brought phone in to service and repair and they found corrosion in side the phone,1E7311E784130A10AF35005056873580,1.06E+11,Sprint,
MLFUNC,phone stopped turning on,1.07E+11,Sprint,16-APR-17 08.28.52.997000000 AM,
LOST/UNREC,"phone got lost on my way home from work, left it in the train, called various times, phone was turned off",1.07E+11,Sprint,17-JUL-17 11.01.58.116000000 PM,
MLFUNC,want charge or cut on,1.03E+11,Sprint,27-MAR-17 09.06.25.781000000 PM,
MLFUNC,I did an update to my phone and since then apps are not working it will not stay charged. I have followed the directions when it came to charging my device and it will not stay charged for more than 1 hour when the phone says the battery is at 100%. went to the sprint store and they told me to file a claim and because sprint does not sell my phone anymore that I can get the S8 instead.,1E77917641290E809EB865F6B4202010,1.03E+11,Sprint,
LOST/UNREC,lost at mall,1.04E+11,Sprint,09-JUN-17 05.16.39.070000000 PM,
CRCKSCRN,Dropped,1.06E+11,Sprint,17-MAY-17 04.11.39.002000000 AM,
STOLEN,two guys took my phone at my door,113214121,Sprint,09-MAY-17 02.14.35.601000000 AM,
LQDDMG,Fell in water with a cracked screen.,4F97BC847F291620E053A439030A4AA2,113000000,Sprint,
LQDDMG,"it was in my backpack, backpack ended up in water, phone ended up too wet to work",1.01E+11,Sprint,11-JUN-17 11.12.43.956000000 PM,
MLFUNC,The phone will not vibrate. We did all the resets and updates (even the ones that wipe all the data) but that did not resolve the issue.,1E776079CC7308C09049005056876829,1.02E+11,Sprint,
LOST/UNREC,Lost my cell phone,1.07E+11,Sprint,12-JUN-17 12.40.06.342000000 PM,
MLFUNC,Wont stay on its fully charged,1E77D455271903C0924D03A2F89DC9E9,1.03E+11,Sprint,
STOLEN,"My device was stolen yesterday while my nephew was using it, he said that the guy took it and then ran away",1.08E+11,Sprint,09-JUN-17 08.00.28.122000000 PM,
STOLEN,My Was Cell Stolen,4D15892C7B5B1EB6E053A239030A9985,113000000,Sprint,
LOST/UNREC,i lost my cel when i was walking on the park,1.09E+11,Sprint,17-MAY-17 04.51.31.522000000 AM,
CRCKSCRN,I'm not sure,1.09E+11,Sprint,17-APR-17 02.52.14.374000000 PM,
LOST/UNREC,I was eating at Burger King and accidentally tossed my phone along with the trash.,1.04E+11,Sprint,06-JUN-17 11.42.56.607000000 PM,
MLFUNC,Device does not power on pass the Sprint logo. Frozen on android recovery mode. Went to Sprint service and Samsung service centers. Can not be fixed.,1E77C83885680120AC3EE155FF93531E,1.08E+11,Sprint,
LOST/UNREC,Phone slid off side of boat.,1.07E+11,Sprint,02-JUN-18 09.40.01.707000000 PM,
MLFUNC,"The phone will not charge, tried different chargers, and it is now dead since the battery ran out",1.05E+11,Sprint,17-MAY-17 01.51.02.067000000 PM,
CRCKSCRN,"Screen begin malfunctioning, then it begin going blurry and the touch on the screen stop working",110789866,Sprint,12-JUN-17 01.50.56.537000000 PM,
MLFUNC,this the second time my phone has done this. my home screen button will not allow me to swipe or anything. my phone remains on the lock screen,1.06E+11,Sprint,18-MAY-17 12.49.57.246000000 PM,
STOLEN,My cell phone was stolen at a party.,1E7986C464840200A20D472B551B6A04,1.09E+11,Sprint,
LQDDMG,Cat knocked it off a shelf into the sink.,1E77207BCAD408E0AC5F5DA87607BAF6,1.02E+11,Sprint,
MLFUNC,"will not move past screens, cuts off on its own, search engines delay 10- 15 minutes, apps will shut down on their own while using",113319843,Sprint,21-MAY-17 07.19.06.000000000 AM,
MLFUNC,"Phone freezes when attempting to answer. Usually, I have to call the caller back.",1E77F72FD42E0B309D8B552A0CBC75AE,1.03E+11,Sprint,
MLFUNC,Headphone jack stoped working,1E779E5256C804B08AF191945196A36F,1.06E+11,Sprint,
STOLEN,They is stolen work,1.06E+11,Sprint,23-JUN-17 11.00.36.191000000 PM,
STOLEN,Stolen at the Huntington Beach US Open of Surfing someone stole it from inside my shoe and also stole my LG Tablet,4BE6804716066360E053B939030A0DE5,113000000,Sprint,
MLFUNC,Phone suddenly stopped responding to touching of screen. Will only work with S pen,1E77FDAD78A40290B8E2C5498E360678,1.02E+11,Sprint,
MLFUNC,Screen becomes unresponsive and back button will not work,1.05E+11,Sprint,19-APR-17 06.00.27.494000000 PM,
CRCKSCRN,Phone was dropped on concrete,110912922,Sprint,11-JUN-17 11.47.45.370000000 PM,
LQDDMG,"My daughter dropped phone in toilet , had protective case but phone isnt operational",1E70C4F7AAC20060BEF0005056870405,113000000,Sprint,
STOLEN,Left phone in my car in my backpack and my backpack was stolen,1E70C4F392330D90BEF0005056870405,111000000,Sprint,
LOST/UNREC,Lost in bus,1.09E+11,Sprint,08-MAY-17 08.34.28.379000000 PM,
LQDDMG,There was a storm and I was running the phone slipped out and landed in deep water,1.06E+11,Sprint,15-APR-17 05.35.16.783000000 PM,
LQDDMG,my iphone fell into a pool,1E79D7D1BD20013095AB454C242D6CE1,1.05E+11,Sprint,
CRCKSCRN,My phone fell when I was outside and cracked.,1.06E+11,Sprint,06-JUN-17 01.41.49.914000000 PM,
STOLEN,it was stolen in the park,1E791B44BBF00480A62787FEBDA54D05,1.06E+11,Sprint,
LOST/UNREC,I lost,1.06E+11,Sprint,14-APR-17 07.21.09.942000000 AM,
MLFUNC,The charging port isn't charging something and is every lose. The headphone sometimes don't work and I have to restart my phone,1.07E+11,Sprint,19-APR-17 12.41.52.288000000 AM,
STOLEN,phone is gone,1E710CE2F94F0C91AFAA005056874965,112000000,Sprint,
STOLEN,MY PHONE WA STOLEN IN THE FARMACY.,1E77FF33C2E300909D8B552A0CBC75AE,1.08E+11,Sprint,
LOST/UNREC,i lost in the bus,1.03E+11,Sprint,07-JUN-17 07.09.38.724000000 PM,
MLFUNC,screen has lines through it then gets brighter and becomes one color..,1E77976F3BCD04B09EB865F6B4202010,1.01E+11,Sprint,
CRCKSCRN,"Phone fell on ground, creamed Cracked screen, screen no longer works.",1.08E+11,Sprint,16-MAY-17 12.34.24.568000000 AM,
MLFUNC,shut off and won't turn on,1E7761D7F26600009022EBD90A7CE8F5,1.08E+11,Sprint,
CRCKSCRN,Dropped my phone and the screen is badly cracked making my phone hard to use and see.,1.06E+11,Sprint,18-MAY-17 12.07.15.299000000 AM,
STOLEN,I Stolen My Device Phone,1.07E+11,Sprint,08-JUN-17 11.54.39.728000000 PM,
LOST/UNREC,It fell in the water while I was kakaing in a heavy current. It cannot be retrieved,1.10E+11,Sprint,14-JUN-18 03.38.07.367000000 PM,
CRCKSCRN,screen cracked,113235203,Sprint,04-MAY-17 01.49.26.000000000 PM,
CRCKSCRN,Tripped & dropped phone. Screen cracked & black in color. Will not charge or work @ all!!,1.02E+11,Sprint,17-APR-17 07.11.26.669000000 PM,
CRCKSCRN,I dropped my phone while getting an oil change.,1.02E+11,Sprint,07-JUN-17 01.58.46.777000000 AM,
MLFUNC,The phone is not powering on and I don't know why,1E77C5F3CECF08F089C59346D9B3731D,1.05E+11,Sprint,
screen cracked,,,,,
CRCKSCRN,getting out of the car and we had just took the protective case off to apply a tempered glass screen when the phone fell hard on the cement.,112668159,Sprint,13-FEB-17 03.50.10.000000000 PM,
CRCKSCRN,My phone has not been working properly and i want to get a replacement,1.09E+11,Sprint,19-APR-17 09.03.34.795000000 PM,
STOLEN,i was at a friends house left but i forgot my phone went back to look for it and it was gone in less then 5 min gone nobody seen it so i guess they stole it,1E7789D870800DA09EB865F6B4202010,1.04E+11,Sprint,
LOST/UNREC,I lost my phone in my work,1.05E+11,Sprint,08-JUN-17 11.10.35.374000000 PM,
MLFUNC,Turned on phone after being charged over night.. the screen would not populate with anything.,1E776727A1C30DF093069355A289BC4E,1.08E+11,Sprint,
MLFUNC,The GPS is no longer working. I'm unable to navigate through google maps or similar apps.,1.07E+11,Sprint,19-APR-17 06.26.26.783000000 PM,
STOLEN,I was at Bonaroo and someone stole my phone out of my bookbag. The phone is still off,111310120,Sprint,12-JUN-17 08.06.34.968000000 PM,
STOLEN,Stolen my phone,1.04E+11,Sprint,08-JUN-17 07.12.06.393000000 PM,
MLFUNC,Phone will not charge dies soon as it removed from charger,1E7758DF956B0FE093069355A289BC4E,1.03E+11,Sprint,
STOLEN,Stolen from gas station before I was able to activate the new phone I had received the day before.,1E7732AB04DF08509022EBD90A7CE8F5,1.00E+11,Sprint,
LOST/UNREC,i lost my phone at the train station,1.07E+11,Sprint,09-JUN-17 12.33.08.779000000 AM,
MLFUNC,"Does not turn on when power off very hard to turn back,in cellular lte mode data does not always work with strong signal rebooted many times same problem been trying to deal with problem for some times!",1E777E6F3E400580BEC57BAB2BE3F87F,1.03E+11,Sprint,
LQDDMG,Phone somehow got wet. In my purse,1.06E+11,Sprint,17-APR-17 06.06.10.884000000 AM,
CRCKSCRN,"the screen already had a crack in it, so when i dropped my phone and it landed directly on the backside of the phone, the screen stopped working all together. i can still see everything on the screen, it just isn't touch sensitive now.",113239625,Sprint,05-MAY-17 10.07.47.000000000 AM,
MLFUNC,Phone is very slugish and slow. Have restarted it and reset it to factory settings. And still very sluggish and slow. Also grip sensor not working as well. Sometimes it will say its workinf and other timetimes it will not respond at all.,1E77BA3B4D9A0E609EB865F6B4202010,1.00E+11,Sprint,
LQDDMG,dropped and cracked my screen in the bottom corner 2 months ago and today the LCD went out.,1E710CE25EAC0620B621005056870405,112000000,Sprint,
CRCKSCRN,"phone was under my thigh while driving, got out of the truck, forgot phone was there as i usually have it placed in center counsel, and it fell face first on the ground.",113293119,Sprint,15-MAY-17 10.29.31.000000000 PM,
LOST/UNREC,I Lost my device on the park,1.07E+11,Sprint,07-JUN-17 04.05.10.745000000 AM,
MLFUNC,Digitizer is not working near top of display,1E77AC2D592502B09EB865F6B4202010,1.03E+11,Sprint,
CRCKSCRN,Phone dropped on tile floor. Hit top corner and cracked all throughout the screen,1.05E+11,Sprint,15-MAY-17 10.00.46.644000000 PM,
STOLEN,Stolen while on vacation,1E77553EEDE70060AB2C4B71BC1C6081,1.01E+11,Sprint,
LOST/UNREC,Child misplaced phone,1.04E+11,Sprint,18-MAY-17 11.36.40.812000000 PM,
STOLEN,Stolen,1E778755186B09608AF191945196A36F,1.09E+11,Sprint,
MLFUNC,Woke up after charging as the screen would not work,1E77B1BB3A0205C08AF191945196A36F,1.01E+11,Sprint,
CRCKSCRN,Phone fell out of my pants and screen cracked. Phone doesn't turn on or hold charge.,1.07E+11,Sprint,12-JUN-17 01.41.34.546000000 PM,
STOLEN,My cell phone was stolen at a party.,1E77B7A6D78F06808AF191945196A36F,1.07E+11,Sprint,
LOST/UNREC,My iphone is lost in the school,1.06E+11,Sprint,23-JUN-17 02.10.08.666000000 AM,
LQDDMG,Liquid was spilled on phone,4D15892F55B31EB6E053A239030A9985,113000000,Sprint,
STOLEN,I was at Brigham and Women's Hospital Shapiro building level 8 where I left my phone charging on a desk. When I returned 10 minutes later it was gone.,1E77C5EE10EC00E0AC3EE155FF93531E,1.08E+11,Sprint,
CRCKSCRN,my phone fell on the concrete face first and shattered the screen,113139210,Sprint,18-APR-17 01.40.32.000000000 PM,
MLFUNC,"Phone was not in use. When I went to grab it off my table the screen was lit up on the ""startup screen"" as if I had just powered it down? The phone was frozen on this screen and got very hot. Then the phone turned off and would not come back on. Hours later still not turning on. Will not show that it is even charging. Stopped by the sprint store in Sevierville, TN and they said there was nothing they could do but sell me a new phone (even though I have insurance).",1E7807293B800FF09D8B552A0CBC75AE,1.09E+11,Sprint,
STOLEN,Stolen my phone,1E7847BC733905E09FFC11CF12CBB4CC,1.05E+11,Sprint,
STOLEN,My sons phone was taken out of his locker,1E70C4F667D00AF18683005056874965,111000000,Sprint,
LQDDMG,"the phone is damaged beyond repair, sprint repair center told me to file a claim. The phone got wet and will not power on.",1E79A345739E0B80B1B8005056872070,1.05E+11,Sprint,
CRCKSCRN,Dropped phone,111068559,Sprint,18-MAY-17 02.42.24.016000000 PM,
CRCKSCRN,It was dropped while moving.,1.09E+11,Sprint,17-MAY-17 12.23.57.195000000 AM,
STOLEN,Phone was stolen.,1E775B7AB77509409022EBD90A7CE8F5,1.02E+11,Sprint,
CRCKSCRN,The phone got dropped and the screen is damaged and starting to fall off. The phone is not usable at this time.,1.03E+11,Sprint,18-APR-17 02.40.27.346000000 PM,
LOST/UNREC,i lost my cell phone on the bar,1.09E+11,Sprint,12-JUN-17 06.28.26.288000000 PM,
CRCKSCRN,cracked and damaged in car accident,1.06E+11,Sprint,04-MAY-17 09.49.31.451000000 PM,
MLFUNC,The phone isn't charging,1.09E+11,Sprint,17-APR-17 09.02.26.222000000 PM,
LQDDMG,The phone was knocked out of my hand by mistake,1E70C4F956010060985A005056870405,112000000,Sprint,
STOLEN,"phone was stolen from table at a restaurant, no one has turned it in nor answered phone calls.",113130401,Sprint,17-APR-17 12.20.30.000000000 PM,
MLFUNC,The screen constantly displays the empty battery icon and will not turn on even when charging.,1.04E+11,Sprint,18-APR-17 06.26.12.856000000 PM,
MLFUNC,It stopped working and won't turn on,1E7789BC1DBA01F08AF191945196A36F,1.03E+11,Sprint,
STOLEN,i was at the store and my phone was in my car charging and someone stole it,1E76AA569A350770838BD33A65D4500C,1.02E+11,Sprint,
MLFUNC,Charged phone and will no longer turn on nor will screen respond.,1E77D23E42F90360AC3EE155FF93531E,1.04E+11,Sprint,
STOLEN,when i was runing in the gym somebody broke into my locker and took my phone,1.06E+11,Sprint,22-JUN-17 09.40.09.334000000 PM,
STOLEN,The phone was in a backpack which was stolen.,1E70C4F13D930080BEF0005056870405,112000000,Sprint,
LOST/UNREC,lost,110570947,Sprint,19-APR-17 09.34.22.530000000 PM,
CRCKSCRN,Accidentally dropped my phone while getting it out of my purse.,1.01E+11,Sprint,18-MAY-17 02.54.53.406000000 PM,
LQDDMG,Broken and bent.,1E7A979A7F920730A027F120B0B386EE,1.06E+11,Sprint,
LQDDMG,"my phon is water penetrates in accident in my bathroom, i need my replace very fast",1E70C4F42CC60291B309005056874965,112000000,Sprint,
STOLEN,My phone was taken off my sound board while I was working at a fair in Nevada,112750882,Sprint,18-APR-17 03.48.58.801000000 PM,
LOST/UNREC,lost in the street,1.06E+11,Sprint,08-JUN-17 11.33.08.020000000 PM,
