COVERED_EVENT_CODE,FAILURE_DESCRIPTIVE_TEXT,CUSTOMER_CASE_NBR,NAME,CREATED_DATE,
STOLEN,stolen,1E777CB04CA10B30BEC57BAB2BE3F87F,1.07E+11,Sprint,
STOLEN,It was stolen,1E777CB391DF0320BEC57BAB2BE3F87F,1.09E+11,Sprint,
STOLEN,Someone. Took it,1E777CB631D701F091DF0DD2CB023898,1.05E+11,Sprint,
STOLEN,"Phone got stolen by random person in Valdosta, Ga.",1E777CE92CE60E60BEC57BAB2BE3F87F,1.01E+11,Sprint,
STOLEN,I was at work and someone stole my phone. Police Report has been filed.,1E777D0380C10BB091DF0DD2CB023898,1.08E+11,Sprint,
STOLEN,i had this morning before work went to the store and left my phone by the register. went back it was gone,1E777D1216990FD0BEC57BAB2BE3F87F,1.08E+11,Sprint,
STOLEN,Stolen from my house,1E777D3176960F4091DF0DD2CB023898,1.07E+11,Sprint,
STOLEN,someone stole it,1E777D4342340BF091DF0DD2CB023898,1.00E+11,Sprint,
STOLEN,i had my purse stolen,1E777D7F1E960BD091DF0DD2CB023898,1.09E+11,Sprint,
STOLEN,I was on a cruise and someone went through my bag and took it.,1E777DC8353F0F00BEC57BAB2BE3F87F,1.05E+11,Sprint,
STOLEN,device was taken while at a store,1E777DFA38C10B109749005056876829,1.02E+11,Sprint,
STOLEN,someone took my phone,1E777F6E56570060BEC57BAB2BE3F87F,1.06E+11,Sprint,
STOLEN,Laid it down at work,1E777FA3181F07E091DF0DD2CB023898,1.03E+11,Sprint,
STOLEN,"I left my phone in my car charging at night and I did not realize that i left my window open and someone must have walked by, seen it, and took it.",1E777FAB390F038091DF0DD2CB023898,1.10E+11,Sprint,
STOLEN,"some guy stolen my phone and he call me say that i have your phone come get it my house ,so i say yeah sure .then he on off the phone so when i call him he didn't pic up the phone .i call a cop he didn't help.",1E778019676D04C08EFAADE421191E39,1.09E+11,Sprint,
STOLEN,"in reno and my wallet, apple watch and iphone was all stolen. including even my car keys and my badge",1E7780D09D0B0430BEC57BAB2BE3F87F,1.04E+11,Sprint,
STOLEN,Went to the gas station inside to buy a drink. Placed it down and someone took it,1E7781061D8F0DB091DF0DD2CB023898,1.10E+11,Sprint,
STOLEN,Me and my girlfriend went to universal studios ..we had both phones in a locker while we were on a ride ..wen we proceed back we werent able to get in out lockers . once assisted by a team member phones were gone,1E778403A58F0D008AF191945196A36F,1.08E+11,Sprint,
STOLEN,I bought two I phone 7 with a plan at Best buy and walked over to chapotle and came back and my phone's were not in my car anymore,1E7784CE277802208AF191945196A36F,1.05E+11,Sprint,
STOLEN,Someone stole it out of my purse,1E77858F351F07E09EB865F6B4202010,1.03E+11,Sprint,
STOLEN,WALKED IN THE STORE AND CAME BACK AND PHONE WAS STOLEN FROM MY BIKE,1E7785BABF9502508AF191945196A36F,1.04E+11,Sprint,
STOLEN,I was Shopping and the phone was stolen from my back pocket,1E7785BABF9502508AF191945196A36F,1.04E+11,Sprint,
STOLEN,Stolen at a friend house,1E7785E2500101F0851A75E419B73AC0,1.02E+11,Sprint,
STOLEN,Someone broke into my home and took lots of things including my phone,1E778660049203809EB865F6B4202010,1.08E+11,Sprint,
STOLEN,"My 14 year old daughter was with her father at a recreation park, and she put her bag with the rest of her belongings. When she went to use the phone, it wad no longer there.",1E778689283C02D08AF191945196A36F,1.09E+11,Sprint,
STOLEN,Device was on table left at restaurant was not there when i returned to look for it.,1E7786FA717F0E808AF191945196A36F,1.02E+11,Sprint,
STOLEN,my device stolen it in the bus station,1E778743369C0A409EB865F6B4202010,1.03E+11,Sprint,
STOLEN,Stolen,1E778755186B09608AF191945196A36F,1.09E+11,Sprint,
STOLEN,Left my phone inside a Lyft vehicle. Contacted the driver to deliver the phone and he agreed he would. Driver never delivered phone and doesn't answer phone calls or texts.,1E778761CAB60C8080E700505687553E,1.03E+11,Sprint,
STOLEN,The device was stolen from my home during a break in,1E7787BA825F05A08AF191945196A36F,1.06E+11,Sprint,
STOLEN,Device was stolen unknowingly,1E77880876D80C609EB865F6B4202010,1.09E+11,Sprint,
STOLEN,had a few people over at my house and someone stole my phone..,1E778820BED902908AF191945196A36F,1.02E+11,Sprint,
STOLEN,My car broke down on the side of the road I had to go get help when i came back my carwindow had been busted and my purse was stolen which had my phone in it.,1E778825431F00509EB865F6B4202010,1.03E+11,Sprint,
STOLEN,"Went to the store, left it in the bathroom. Went back to the bathroom and it was gone. Tried calling it and it was off.",1E7788D17B8A0C308AF191945196A36F,1.08E+11,Sprint,
STOLEN,Missing from office space,1E778909B0BE0040851A75E419B73AC0,1.09E+11,Sprint,
STOLEN,my device was stolen at the gym,1E77892D239503209EB865F6B4202010,1.04E+11,Sprint,
STOLEN,My son brought his phone to school as usual. It was stolen out of his backpack in March. I've been paying the bill on it all this time and kept forgetting to file an insurance claim!,1E77896595EC04E09EB865F6B4202010,1.08E+11,Sprint,
STOLEN,somebody stole it,1E7789B31D4909909EB865F6B4202010,1.02E+11,Sprint,
STOLEN,came back to desk and was missing at work,1E7789BCE66D08409EB865F6B4202010,1.00E+11,Sprint,
STOLEN,i was at a friends house left but i forgot my phone went back to look for it and it was gone in less then 5 min gone nobody seen it so i guess they stole it,1E7789D870800DA09EB865F6B4202010,1.04E+11,Sprint,
STOLEN,"I was at a gym in Queens, NY and I placed my phone down. Next thing I know it was gone. My phone battery died before I had the opportunity to track it via FindMyIPhone.",1E7789F3283A01709EB865F6B4202010,1.00E+11,Sprint,
STOLEN,stolen from work,1E778A732D2105F0855E005056873580,1.05E+11,Sprint,
STOLEN,Someone picked my phone up in a store,1E778AC0923F09308AF191945196A36F,1.00E+11,Sprint,
STOLEN,Device stolen,1E778B5739A806908AF191945196A36F,1.05E+11,Sprint,
STOLEN,I put it down at the BART station and someone took it.,1E778B6E8B7F03809EB865F6B4202010,1.06E+11,Sprint,
STOLEN,Left it on someone sofa went back to get it and it was gone,1E778B9C4F3E02D09EB865F6B4202010,1.08E+11,Sprint,
STOLEN,"My phone was stolen together with my car, I have a police report",1E778C1E8DD20DC09EB865F6B4202010,1.04E+11,Sprint,
STOLEN,Someone stole my phone while at a concert.,1E778D09FEE808709EB865F6B4202010,1.08E+11,Sprint,
STOLEN,stolen divice,1E778D61BC8F0A20B4FD331D89AE0203,1.05E+11,Sprint,
STOLEN,I went to a party and someone stole it,1E778DCCE6DA05808AF191945196A36F,1.05E+11,Sprint,
STOLEN,Some one grab it from my desk,1E7790F387560EE09EB865F6B4202010,1.09E+11,Sprint,
STOLEN,It was stolen from me while at work.,1E779137E65C0DB08AF191945196A36F,1.01E+11,Sprint,
STOLEN,Police stole it,1E7791F2468B0B409EB865F6B4202010,1.08E+11,Sprint,
STOLEN,stolen from mall,1E7792AB731A01C080E700505687553E,1.08E+11,Sprint,
STOLEN,Phone was placed in a school athletic locker and was not there at dismissal time,1E7792B82C4A07108AF191945196A36F,1.05E+11,Sprint,
STOLEN,Device was stolen from a frozen yogurt shop in Palmdale CA. 93552. Police report was taken,1E7793174C4E0A708AF191945196A36F,1.08E+11,Sprint,
STOLEN,"SOMEONE STOLE MY PHONE I WAS AT THE WHEN THIS, I WAS AT THE FOOD COURT EATING AND WHEN I WHEN TO REACH FOR MY PHONE IT WAS NOT ON THE TABLE.",1E779323BEF80C90855E005056873580,1.09E+11,Sprint,
STOLEN,after shopping at Walmart cart was left unattended with phone in basket. After tracking down cart person with cart Denys any possible way the phone was in tbeee. Phone was stolen,1E7793B548C904608AF191945196A36F,1.07E+11,Sprint,
STOLEN,Was taken out of shopping cart at home de,1E7793B548C904608AF191945196A36F,1.07E+11,Sprint,
STOLEN,Stolen,1E7793D0AD7506A09EB865F6B4202010,1.01E+11,Sprint,
STOLEN,Someone stole it from the locker room,1E77945574F004309EB865F6B4202010,1.01E+11,Sprint,
STOLEN,"My phone was left in the mesh pocket on the back of a bus seat at the Flixbus station in Naples, Rome. when my travel companions and I went to transfer buses. We went back to retrieve it, but it had been stolen. This was 10 minutes after it had been left. We filled out the form for lost items, but were told it was gone.",1E779455F7C307908AF191945196A36F,1.03E+11,Sprint,
STOLEN,I were invole in home invasion on july 30th the ppl who came in the house had taking my i phone 7 the phone still on but it going stra too the voice mail,1E77946D6AAA0A308AF191945196A36F,1.01E+11,Sprint,
STOLEN,I already have the police involved. Was stolen at an apartment complex.,1E7794795D5B08A09EB865F6B4202010,1.08E+11,Sprint,
STOLEN,It was stolen from my car,1E7794B0232709E08AF191945196A36F,1.07E+11,Sprint,
STOLEN,customer was showing someone their phone and the person ran off with it,1E77955DBF350D708AF191945196A36F,1.06E+11,Sprint,
STOLEN,A Ex employee of mine stolen my phone.,1E7795714F550EB08AF191945196A36F,1.05E+11,Sprint,
STOLEN,phone was taken out of bag while at a cookout,1E7795929D530BA09EB865F6B4202010,1.08E+11,Sprint,
STOLEN,I stolen,1E779611689D05D08AF191945196A36F,1.08E+11,Sprint,
STOLEN,I been robed,1E7796271FB40CE08AF191945196A36F,1.03E+11,Sprint,
STOLEN,it was stolen and is turned off ever since,1E77964D90890BC09EB865F6B4202010,1.09E+11,Sprint,
STOLEN,My phone was stolen from my local super market waiting in line.,1E77965A66CD0EA08AF191945196A36F,1.06E+11,Sprint,
STOLEN,"Phone was stolen over 1yrs ago and never filed a claim. Could not afford it, so we are using a IPhone 4s that was given to us",1E7796CDDDE406109EB865F6B4202010,1.03E+11,Sprint,
STOLEN,We were at the beach n someone stole my beach bag,1E7796F32D1F02008AF191945196A36F,1.08E+11,Sprint,
STOLEN,Phone was stolen when at park,1E779715100500D08AF191945196A36F,1.06E+11,Sprint,
STOLEN,Someone stole it,1E77974CC2620A709EB865F6B4202010,1.03E+11,Sprint,
STOLEN,stolen,1E779752EE3B09209749005056876829,1.01E+11,Sprint,
STOLEN,it was stolen out of my car,1E7797571DDD0F3080E700505687553E,1.09E+11,Sprint,
STOLEN,someone has stolen my device,1E77975938B80BA08AF191945196A36F,1.01E+11,Sprint,
STOLEN,My phone stolen device please renplace my phone device,1E779783BDC40FE08AF191945196A36F,1.07E+11,Sprint,
STOLEN,I was walking in the mall where I work and I put it down on the counter and it was gone,1E7798088E580F10B4FD331D89AE0203,1.03E+11,Sprint,
STOLEN,Phone was stolen from Splashtown Waterpark in San Antonio Texas.,1E77982CD53009509EB865F6B4202010,1.10E+11,Sprint,
STOLEN,Student stole it from me at my school,1E779E9D856103308AF191945196A36F,1.04E+11,Sprint,
STOLEN,iphone 7 plus rose gold was stolen,1E779EA44D900170855E005056873580,1.05E+11,Sprint,
STOLEN,"At a local establishment, laid it on the table. Was chatting with friends. When I turned to pick it up, it was gone. Inquired around, searched establishment. ""no one saw it""... Needed a phone quick for work, so I activated old phone I still had to get by for a while.",1E779EB4A8AB08109EB865F6B4202010,1.03E+11,Sprint,
STOLEN,Ex stole iphone when we broke up,1E779ECA672E05C0855E005056873580,1.01E+11,Sprint,
STOLEN,someone stole it out of my car this morning,1E779ECB018A0F609EB865F6B4202010,1.02E+11,Sprint,
STOLEN,"i placed my phone behind me and when i turned back around moments later it was gone. i tried using the find my iphone app with a friend but throughout the night it just said "" location unavailable""",1E779F01317F0AA09EB865F6B4202010,1.07E+11,Sprint,
STOLEN,The phone was in my purse when my purse was stolen,1E779FB62F5D06409EB865F6B4202010,1.09E+11,Sprint,
STOLEN,Device was stolen from vehicle after purchasing.,1E779FB84E9107308AF191945196A36F,1.07E+11,Sprint,
STOLEN,Woke up and phone was gone,1E779FFB01290A40B4FD331D89AE0203,1.03E+11,Sprint,
STOLEN,All four device was in the car someone open the truck and got the all four phones,1E77A04581EA02708AF191945196A36F,1.07E+11,Sprint,
STOLEN,It was stolen from my purse.,1E77A0B4AA0F01A08AF191945196A36F,1.07E+11,Sprint,
STOLEN,"I placed my phone on top of my car so I I would be able to lock the car door. I went inside my house, leaving my phone outside on top of my car. About 15 minutes later I went back out to get my phone and it was gone.",1E77A0F2E9A10F009EB865F6B4202010,1.06E+11,Sprint,
STOLEN,I'm not sure it is possibly lost or stolen. It is my son's phone. He was somewhere and had laid it down and later it wasn't there.,1E77A11163530D308AF191945196A36F,1.03E+11,Sprint,
STOLEN,Phone was given to another person after I was released from Westland Police lockup. That person was changed with not returning the phone after they were released.,1E77A12E71EE00D08AF191945196A36F,1.05E+11,Sprint,
STOLEN,It was stolen from the MARKET PLACE,1E77A157ABB801208AF191945196A36F,1.08E+11,Sprint,
STOLEN,"set phone down, then was missing",1E77A1649ABE02409EB865F6B4202010,1.01E+11,Sprint,
STOLEN,Stolen my cellphone,1E77A1D7BE5601809749005056876829,1.05E+11,Sprint,
STOLEN,Someone stole my phone,1E77A1E53E1408109EB865F6B4202010,1.06E+11,Sprint,
STOLEN,Phone was stolen or lost at school,1E77A1E762840E508AF191945196A36F,1.03E+11,Sprint,
STOLEN,went missing in store,1E77A22CEE060A608AF191945196A36F,1.02E+11,Sprint,
STOLEN,Someone stole my phone from my work station.,1E77A23AF98C0C008AF191945196A36F,1.07E+11,Sprint,
STOLEN,Put someone on my plan. They wouldn't pay their bill and won't give me back the phone,1E77A23EFF0801D08AF191945196A36F,1.02E+11,Sprint,
STOLEN,My wife doesn't know if she lost it or if someone took it out of her car.,1E77A24DB68C0FA0855E005056873580,1.06E+11,Sprint,
STOLEN,I was on vacation in the Dominican Republic and on my way back to the airport my belongings were stolen.,1E77A274C1090D80B4FD331D89AE0203,1.03E+11,Sprint,
STOLEN,My phone was stolen at my job,1E77A3D23FA000F08AF191945196A36F,1.07E+11,Sprint,
STOLEN,Someone stole my purse with my phone in it,1E77A488CE5906A08AF191945196A36F,1.05E+11,Sprint,
STOLEN,I was at a family event I put the device down and someone must have picked it up,1E77A4AA74B70BC09EB865F6B4202010,1.09E+11,Sprint,
STOLEN,WENT TO THE BEACH AND SOMEONE STOLE MY DEVICE,1E77A4C3714E09708AF191945196A36F,1.08E+11,Sprint,
STOLEN,Dropped my wallet in a store which I keep my phone in An when I got to check out my wallet was missing with phone and also other important credentials,1E77A536460303B08AF191945196A36F,1.06E+11,Sprint,
STOLEN,I left my phone on a bench in front of the hotel and I realized it was missing a few minutes later. I went back to look for the phone and it was stolen. The person turned the device off I was unable to use find my iphone.,1E77A53EA3F908409EB865F6B4202010,1.02E+11,Sprint,
STOLEN,At a concert and phone is gone and shut off,1E77A7A6D28F09109EB865F6B4202010,1.01E+11,Sprint,
STOLEN,Device was stolen,1E77A89667BD08309EB865F6B4202010,1.08E+11,Sprint,
STOLEN,My device was stolen .,1E77A89667BD08309EB865F6B4202010,1.08E+11,Sprint,
STOLEN,Was stolen out of a friends car.,1E77A97E314A01C08AF191945196A36F,1.01E+11,Sprint,
STOLEN,Was stolen out of my bag at gym.,1E77A97E314A01C08AF191945196A36F,1.01E+11,Sprint,
STOLEN,Phone was stolen,1E77A9B2C02A05A08AF191945196A36F,1.07E+11,Sprint,
STOLEN,stolen from the beach,1E77AB118B0C0ED09EB865F6B4202010,1.05E+11,Sprint,
STOLEN,I had the phone down at a table and someone took it when my back was turned.,1E77AB6D972B07A08AF191945196A36F,1.05E+11,Sprint,
STOLEN,"I was robbed at knifepoint and had my watch, wallet, and phone taken.",1E77ABC7E3D303F0855E005056873580,1.08E+11,Sprint,
STOLEN,My phone was stolen from my gym locker. I had not seen the device in several months until it was turned in by a child and returned to me by the gym staff. Upon receiving the device the screen was broken.,1E77ACA2058207009EB865F6B4202010,1.07E+11,Sprint,
STOLEN,Someone followed me home and waited until I was by myself and snatched my phone and purse,1E77ACC15D2204A08AF191945196A36F,1.04E+11,Sprint,
STOLEN,Was stolen on the bus.,1E77AE6D32ED0CE08AF191945196A36F,1.04E+11,Sprint,
STOLEN,Stolen from my bag on bus.,1E77AE6D32ED0CE08AF191945196A36F,1.04E+11,Sprint,
STOLEN,IT WAS STOLEN WITH PURSE,1E77AEC462EC04308AF191945196A36F,1.06E+11,Sprint,
STOLEN,My phone was stolen.,1E77AF08739E0EB08AF191945196A36F,1.06E+11,Sprint,
STOLEN,stole from my job,1E77AF24412605209EB865F6B4202010,1.02E+11,Sprint,
STOLEN,had it with me in the hospital and as it was time for me to get discharged the phone was missing,1E77B045336D0EC08AF191945196A36F,1.00E+11,Sprint,
STOLEN,I was at a friend's house and I left my phone on the charger and left and came back and my phone was gone I made a police report,1E77B163903106109EB865F6B4202010,1.00E+11,Sprint,
STOLEN,It was stolen,1E77B1C797DF0C908AF191945196A36F,1.00E+11,Sprint,
STOLEN,My device got stolen,1E77B1CB1E8407209EB865F6B4202010,1.02E+11,Sprint,
STOLEN,I have two phones on my sprint account the iPhone 6s Plus rose gold was stolen from me back in may tried to report the phone stolen so there's another iPhone 6s Plus on the account someone broke into my house and stole it and spring was suppose to been closed my account And there still charging me for the bill,1E77B1CFC89302809EB865F6B4202010,1.07E+11,Sprint,
STOLEN,my cell phone was stolen,1E77B1E2CE850B309EB865F6B4202010,1.06E+11,Sprint,
STOLEN,It was stolen,1E77B25C7B7601E09EB865F6B4202010,1.03E+11,Sprint,
STOLEN,somebody stolen from my car,1E77B61C0DB408508AF191945196A36F,1.09E+11,Sprint,
STOLEN,my book bag was stolen with the phone inside,1E77B6C5C46807A08AF191945196A36F,1.08E+11,Sprint,
STOLEN,stolen my device,1E77B74AFC0C0B409EB865F6B4202010,1.06E+11,Sprint,
STOLEN,I had a family member on my account they took the device to another carrier without my consent,1E77B76D14AD08309EB865F6B4202010,1.02E+11,Sprint,
STOLEN,Had family member on account and they took phone to new carrier without my consent the phone belongs to me,1E77B76D14AD08309EB865F6B4202010,1.02E+11,Sprint,
STOLEN,My cell phone was stolen at a party.,1E77B7A6D78F06808AF191945196A36F,1.07E+11,Sprint,
STOLEN,I was at the beach where my belongings were in my bag and stolen,1E77B7CB45EC03C08AF191945196A36F,1.01E+11,Sprint,
STOLEN,My cell phone was stolen at a party.,1E77B7E1BB9106A08AF191945196A36F,1.06E+11,Sprint,
STOLEN,I was robbed,1E77B7FDE61E04B09EB865F6B4202010,1.03E+11,Sprint,
STOLEN,My cell phone was stolen at a party.,1E77B82781F60DA08AF191945196A36F,1.08E+11,Sprint,
STOLEN,I was in a pub and I went to the bathroom with all of my friends still sitting at the table. when I got back from the bathroom the phone was gone. The way the table was set up I think someone came by and swiped it. perhaps the waiter or busser stole it.,1E77B8641DD306609EB865F6B4202010,1.07E+11,Sprint,
STOLEN,My cell phone was stolen at a party.,1E77B879A07908C08AF191945196A36F,1.05E+11,Sprint,
STOLEN,I was robbed for phone and other items,1E77B88E57EA036080E700505687553E,1.09E+11,Sprint,
STOLEN,Phone got stollen out of locker at work,1E77B971F5F301E09EB865F6B4202010,1.06E+11,Sprint,
STOLEN,"My car was broken into, my backpack was stolen which is where my phone was at the time",1E77BA0AC3150EF09EB865F6B4202010,1.07E+11,Sprint,
STOLEN,Stolen while out with my girlfriend,1E77BA239A7D0BF09749005056876829,1.06E+11,Sprint,
STOLEN,Got stolen while i was out with my girlfriend! It was in chicago,1E77BA239A7D0BF09749005056876829,1.06E+11,Sprint,
STOLEN,Stolen in chicago while on a date with my girlfriend a,1E77BA239A7D0BF09749005056876829,1.06E+11,Sprint,
STOLEN,phone was stolen,1E77BA239A7D0BF09749005056876829,1.06E+11,Sprint,
STOLEN,Lost it in chicago while on a date with my girlfriend,1E77BA239A7D0BF09749005056876829,1.06E+11,Sprint,
STOLEN,It was pick out of my back pocket while i was walking around in chicago with my girlfriend,1E77BA239A7D0BF09749005056876829,1.06E+11,Sprint,
STOLEN,Someone stole my phone,1E77BA8F159607E08AF191945196A36F,1.08E+11,Sprint,
STOLEN,"A guy snatched the phone as I was coming out of a store in Reseda, CA",1E77BB453AFA08408AF191945196A36F,1.02E+11,Sprint,
STOLEN,Stolen while at work.,1E77BB45C4BA03008AF191945196A36F,1.06E+11,Sprint,
STOLEN,Phone was taken while at my friends house.,1E77BB49DDB30C908AF191945196A36F,1.07E+11,Sprint,
STOLEN,taken out of backpack while playing basketball,1E77BB936AE20C809EB865F6B4202010,1.08E+11,Sprint,
STOLEN,Stolen at the mall,1E77BB9BCB4004D09EB865F6B4202010,1.04E+11,Sprint,
STOLEN,Stolen at a party,1E77BB9E494E09608AF191945196A36F,1.01E+11,Sprint,
STOLEN,Stolen at party,1E77BB9E494E09608AF191945196A36F,1.01E+11,Sprint,
STOLEN,mugged at movie theater,1E77BBC6FA3B0FC0B1540050568763AB,1.00E+11,Sprint,
STOLEN,iphone was stolen at heart side while i was at work,1E77BBE679E704D09EB865F6B4202010,1.07E+11,Sprint,
STOLEN,Stolen out of backpack,1E77BBF26FE40EE08AF191945196A36F,1.09E+11,Sprint,
STOLEN,It was stolen out of my car,1E77BC1E6BF202C09749005056876829,1.09E+11,Sprint,
STOLEN,It was stolen at Lollapalooza Festival in Chicago.,1E77BC5375EC01608AF191945196A36F,1.04E+11,Sprint,
STOLEN,Stolen at work,1E77BCDFDEED07909EB865F6B4202010,1.07E+11,Sprint,
STOLEN,My phone was stolen at work.,1E77BCDFDEED07909EB865F6B4202010,1.07E+11,Sprint,
STOLEN,Phone stolen at work,1E77BCDFDEED07909EB865F6B4202010,1.07E+11,Sprint,
STOLEN,"I was playing blackjack at a casino in wendover, NV. Set my phone on the chair next to me and when I went to go grab it. It wasn't there. I searched the area and nothing. Went the lost and found and asked if they seen it and nothing.",1E77BD1563420A109EB865F6B4202010,1.04E+11,Sprint,
STOLEN,My phone was stolen in Portland Oregon. I have been using a friends old phone as a replacement until I could afford to purchase a replacement.,1E77BD2C6E9801F09EB865F6B4202010,1.07E+11,Sprint,
STOLEN,my phone stolen in the park,1E77BDF181FC0C309EB865F6B4202010,1.09E+11,Sprint,
STOLEN,my phone stolen in the park,1E77BDF862DE0E509EB865F6B4202010,1.07E+11,Sprint,
STOLEN,my phone stolen in the park,1E77BDFCB85D0A80935C6D7D8D836F1E,1.09E+11,Sprint,
STOLEN,my phone stolen in the train,1E77BE0411330CC0851A75E419B73AC0,1.03E+11,Sprint,
STOLEN,Somebody stole it,1E77BE467A3A0FB09EB865F6B4202010,1.04E+11,Sprint,
STOLEN,stolen In school,1E77BE478E1701909EB865F6B4202010,1.03E+11,Sprint,
STOLEN,purse was stolen with everything in it,1E77BE5AAA7F02709EB865F6B4202010,1.01E+11,Sprint,
STOLEN,Stolen from car,1E77BE74E4A80D609EB865F6B4202010,1.10E+11,Sprint,
STOLEN,Assault,1E77BECD271A01509EB865F6B4202010,1.00E+11,Sprint,
STOLEN,someone broke into my house and took everything,1E77BEEBEA8109908AF191945196A36F,1.00E+11,Sprint,
STOLEN,Out of town phone taken from purse @ a convention,1E77C2226D860E609EB865F6B4202010,1.06E+11,Sprint,
STOLEN,Out of town @ a convention and phone stolen out of bag,1E77C2226D860E609EB865F6B4202010,1.06E+11,Sprint,
STOLEN,We're out of town St George UT & phone was taken from bag @ Dixie College,1E77C2226D860E609EB865F6B4202010,1.06E+11,Sprint,
STOLEN,Out of town at a convention phone taken from bag,1E77C2226D860E609EB865F6B4202010,1.06E+11,Sprint,
STOLEN,stolen from purse while out of town,1E77C2226D860E609EB865F6B4202010,1.06E+11,Sprint,
STOLEN,My phone had gotten stole omw to work,1E77C324A17C04109EB865F6B4202010,1.07E+11,Sprint,
STOLEN,"It was stolen, I reported it but chose not to file a claim at the time.. didn't want to pay deductible now I would like to replace it.. my daughter really needs her phone back.",1E77C3D1309307F08AF191945196A36F,1.04E+11,Sprint,
STOLEN,Someone Stole my phone,1E77C3FD94820FA08AF191945196A36F,1.07E+11,Sprint,
STOLEN,Someone stole my device,1E77C5493FDF0280924D03A2F89DC9E9,1.04E+11,Sprint,
STOLEN,Phone was stolen at place of work,1E77C568B7560DD0924D03A2F89DC9E9,1.04E+11,Sprint,
STOLEN,stolen,1E77C572883B0A50AC3EE155FF93531E,1.10E+11,Sprint,
STOLEN,I was at the gym parking lot and 2 guys assaulted me i go to the police and then called sprint and they tell me to fill this claim to get a new replacement,1E77C5C5E5530F5089C59346D9B3731D,1.05E+11,Sprint,
STOLEN,I was at Brigham and Women's Hospital Shapiro building level 8 where I left my phone charging on a desk. When I returned 10 minutes later it was gone.,1E77C5EE10EC00E0AC3EE155FF93531E,1.08E+11,Sprint,
STOLEN,It was stolen,1E77C5FBBF7B0540924D03A2F89DC9E9,1.05E+11,Sprint,
STOLEN,A kid from my daughters school stole and damaged the phone. We had to then go to court to get the money to replace the phone.,1E77C61761EE0E60AC3EE155FF93531E,1.05E+11,Sprint,
STOLEN,i was at a event and my wife got her purse stolen with the phone inside,1E77C638AEBB0880924D03A2F89DC9E9,1.09E+11,Sprint,
STOLEN,had a broken screen so i left it in my truck and someone took it while i went to pay for gas.,1E77C651673804E089C59346D9B3731D,1.02E+11,Sprint,
STOLEN,My device was put on charger in a public area I saying down on the ground and it was token away from my possession when I came back to retrieve it.,1E77C6ECF87A06B09749005056876829,1.03E+11,Sprint,
STOLEN,Someone stole it,1E77C74201E00BA0924D03A2F89DC9E9,1.08E+11,Sprint,
STOLEN,I WAS AT CASINO AND SOMEONE PICKED UP AND TOOK,1E77C756C7510600AC3EE155FF93531E,1.10E+11,Sprint,
STOLEN,"Went to a family event at a local park, placed my phone on the picnic table and when I came back from the car, the phone was gone.",1E77C771578008B0924D03A2F89DC9E9,1.10E+11,Sprint,
STOLEN,device was stole while at dick's sporting goods in Gresham Oregon. phone was set on counter while looking at products and tall white male walked by and picked up phone and walked away with know notice of what he had done.,1E77C7AD2F070DC0924D03A2F89DC9E9,1.02E+11,Sprint,
STOLEN,I was out of town and my phone was stolen from the restaurant.,1E77C7DF41EB09A0924D03A2F89DC9E9,1.04E+11,Sprint,
STOLEN,Stolen,1E77C81BB3C00DF0AC3EE155FF93531E,1.08E+11,Sprint,
STOLEN,Taken from belongings at attraction park,1E77C852D6F10A40924D03A2F89DC9E9,1.09E+11,Sprint,
STOLEN,Items where stolen,1E77C8CC85EE0F60924D03A2F89DC9E9,1.05E+11,Sprint,
STOLEN,it was stolen at school,1E77C8F552D7072080E700505687553E,1.05E+11,Sprint,
STOLEN,stolen from a gym,1E77C9C32C890CC0AC3EE155FF93531E,1.08E+11,Sprint,
STOLEN,Was stolen - believe in restaurant.,1E77C9D5D7460BB0924D03A2F89DC9E9,1.07E+11,Sprint,
STOLEN,Book bag was stolen,1E77C9D8BF4900A0AC3EE155FF93531E,1.02E+11,Sprint,
STOLEN,Left in unlocked vehicle,1E77C9E33E930D10924D03A2F89DC9E9,1.10E+11,Sprint,
STOLEN,Someone stole this phone from my daughter at camp,1E77CA00AB8B0C20924D03A2F89DC9E9,1.04E+11,Sprint,
STOLEN,I was at a Burger King and had went to the bathroom and 4 and was washing my hands and somebody had took in my backpack with my phone in it,1E77CA59307A07D0AC3EE155FF93531E,1.06E+11,Sprint,
STOLEN,i was at a burgerking and had went to refill my cup and some one ran off with my back pack which had my phone in it,1E77CA59307A07D0AC3EE155FF93531E,1.06E+11,Sprint,
STOLEN,Someone stole my phone from the dinner table while I was out eating with my family.,1E77CA9D43480B20AC3EE155FF93531E,1.08E+11,Sprint,
STOLEN,Stolen from summer. Camp,1E77CAB3AD8A0D60AC3EE155FF93531E,1.08E+11,Sprint,
STOLEN,"6s is broke, 5s was stole which was a back up phone",1E77CAF25A340EB0924D03A2F89DC9E9,1.07E+11,Sprint,
STOLEN,stolen from bathroom at work,1E77CB0C7FEE0AB080E700505687553E,1.02E+11,Sprint,
STOLEN,"I was robbed by a group of men while out Friday night. They then found my social media accounts and attempted to bribe me with my phone to meet them in a private location to obtain the phone. I proceeded to use find my iPhone and saw that my phone wasn't in the location they wanted to meet me at. I went to the police and they told me men do this all the time to woman in attempt to rape them. I am scared in Chicago without a cell phone, and alone. I just moved here and it's been tramumatic.",1E77CBA2FB080BB0AC3EE155FF93531E,1.02E+11,Sprint,
